Model Year,Division,Carline,Eng Displ,# Cyl,City FE,Hwy FE,Comb FE
2016,TOYOTA,YARIS,1.5,4,30,36,32
2016,TOYOTA,YARIS,1.5,4,30,37,33
2016,Volkswagen,Beetle,1.8,4,25,34,28
2016,Volkswagen,Beetle,1.8,4,25,34,28
2016,Volkswagen,Beetle,2.0,4,24,31,27
2016,Volkswagen,Beetle,2.0,4,23,31,26
2016,Volkswagen,Beetle Dune,1.8,4,24,31,27
2016,Volkswagen,CC,2.0,4,22,31,25
2016,Volkswagen,CC,2.0,4,21,32,25
2016,Volkswagen,CC 4Motion,3.6,6,17,25,20
2016,Volkswagen,Golf,1.8,4,25,36,29
2016,Volkswagen,Golf,1.8,4,25,37,30
2016,Volkswagen,Golf R,2.0,4,23,30,25
2016,Volkswagen,Golf R,2.0,4,22,31,25
2016,Volkswagen,GTI,2.0,4,25,33,28
2016,Volkswagen,GTI,2.0,4,25,34,28
2016,Volkswagen,Jetta,1.4,4,28,39,32
2016,Volkswagen,Jetta,1.4,4,28,40,33
2016,Volkswagen,Jetta,1.8,4,25,36,29
2016,Volkswagen,Jetta,1.8,4,25,37,29
2016,Volkswagen,Jetta,2.0,4,24,33,27
2016,Volkswagen,Jetta,2.0,4,23,33,27
2016,Volkswagen,Jetta Hybrid,1.4,4,42,48,44
2016,Volvo,S60 AWD,2.0,4,22,31,25
2016,Volvo,S60 AWD,2.5,5,20,29,23
2016,Volvo,S60 AWD,3.0,6,18,27,21
2016,Volvo,S60 CC AWD,2.5,5,20,28,23
2016,Volvo,S60 FWD,2.0,4,26,38,30
2016,Volvo,S60 FWD,2.0,4,23,33,27
2016,Volvo,S60 Inscription AWD,2.5,5,20,29,23
2016,Volvo,S60 Inscription FWD,2.0,4,25,37,29
2016,Volvo,S60 Polestar AWD,3.0,6,18,27,21
2016,Acura,RLX,3.5,6,28,32,30
2016,Acura,RLX,3.5,6,20,31,24
2016,Audi,A6,2.0,4,24,35,28
2016,Audi,A6 quattro,2.0,4,22,32,26
2016,Audi,A6 quattro,3.0,6,25,38,30
2016,Audi,A6 quattro,3.0,6,20,30,24
2016,Audi,A7 quattro,3.0,6,25,38,30
2016,Audi,A7 quattro,3.0,6,20,30,24
2016,Audi,RS7,4.0,8,15,25,18
2016,Audi,S6,4.0,8,18,27,21
2016,Audi,S7,4.0,8,17,27,21
2016,Audi,S8,4.0,8,15,25,19
2016,Bentley,Flying Spur,4.0,8,14,24,17
2016,Bentley,Flying Spur,6.0,12,12,20,15
2016,Bentley,Mulsanne,6.8,8,11,18,13
2016,BMW,528i,2.0,4,23,34,27
2016,BMW,528i xDrive,2.0,4,22,34,26
2016,BMW,535d,3.0,6,26,38,30
2016,BMW,535d xDrive,3.0,6,26,37,30
2016,BMW,535i,3.0,6,20,31,24
2016,BMW,535i xDrive,3.0,6,20,29,23
2016,BMW,550i,4.4,8,17,25,20
2016,BMW,550i xDrive,4.4,8,16,25,19
2016,BMW,ActiveHybrid 5,3.0,6,23,30,26
2016,BMW,M5,4.4,8,14,20,16
2016,BMW,M5,4.4,8,15,22,17
2016,Buick,LACROSSE,2.4,4,25,36,29
2016,Buick,LACROSSE,3.6,6,18,28,22
2016,Buick,LACROSSE,3.6,6,18,28,21
2016,Buick,LACROSSE AWD,3.6,6,17,26,20
2016,Buick,REGAL,2.0,4,21,30,24
2016,Buick,REGAL,2.0,4,20,31,24
2016,Buick,REGAL,2.4,4,25,36,29
2016,Buick,REGAL,2.4,4,19,31,23
2016,Buick,REGAL AWD,2.0,4,19,27,22
2016,Cadillac,CTS SEDAN,2.0,4,21,31,25
2016,Cadillac,CTS SEDAN,3.6,6,20,30,24
2016,Cadillac,CTS SEDAN,3.6,6,16,24,19
2016,Cadillac,CTS SEDAN AWD,2.0,4,21,29,24
2016,Cadillac,CTS SEDAN AWD,3.6,6,19,28,22
2016,Cadillac,CTS-V,6.2,8,14,21,17
2016,Chevrolet,CRUZE LIMITED,1.4,4,26,38,30
2016,Chevrolet,CRUZE LIMITED,1.4,4,26,38,30
2016,Chevrolet,CRUZE LIMITED,1.8,4,22,35,27
2016,Chevrolet,CRUZE LIMITED,1.8,4,25,36,29
2016,Chevrolet,CRUZE LIMITED ECO,1.4,4,26,39,31
2016,Chevrolet,CRUZE LIMITED ECO,1.4,4,28,42,33
2016,Chevrolet,Impala Bi-Fuel (CNG),3.6,6,17,25,20
2016,Chevrolet,MALIBU,1.5,4,27,37,31
2016,Chevrolet,MALIBU,1.8,4,47,46,46
2016,Chevrolet,MALIBU,2.0,4,22,33,26
2016,Chevrolet,MALIBU LIMITED,2.5,4,24,34,27
2016,Chevrolet,SONIC 5 RS,1.4,4,25,33,28
2016,Chevrolet,SONIC 5 RS,1.4,4,27,34,30
2016,Chrysler,200,2.4,4,23,36,28
2016,Chrysler,200,2.4,4,23,36,28
2016,Chrysler,200,3.6,6,19,32,23
2016,Chrysler,200 AWD,3.6,6,18,29,22
2016,Dodge,Challenger,3.6,6,19,30,23
2016,Dodge,Challenger,5.7,8,16,25,19
2016,Dodge,Challenger,5.7,8,15,23,18
2016,Dodge,Challenger,6.4,8,15,25,18
2016,Dodge,Challenger,6.4,8,14,23,17
2016,Dodge,Challenger SRT8,6.2,8,13,22,16
2016,Dodge,Challenger SRT8,6.2,8,13,21,16
2016,Dodge,Challenger SRT8,6.4,8,15,25,18
2016,Dodge,Challenger SRT8,6.4,8,14,23,17
2016,Dodge,Dart,1.4,4,27,37,31
2016,Dodge,Dart,2.0,4,24,34,27
2016,Dodge,Dart,2.0,4,25,36,29
2016,Dodge,Dart,2.4,4,23,35,27
2016,Dodge,Dart,2.4,4,22,35,27
2016,Dodge,Dart Aero,1.4,4,28,40,32
2016,Dodge,Dart Aero,1.4,4,28,41,32
2016,Dodge,Dart GT,2.4,4,22,31,26
2016,Dodge,Dart GT,2.4,4,23,33,27
2016,Ferrari,FF,6.3,12,11,17,13
2016,Ferrari,FF,6.3,12,11,16,13
2016,Ford,FOCUS RS AWD,2.3,4,19,25,22
2016,Ford,Focus ST FWD,2.0,4,22,31,25
2016,Ford,FUSION AWD,2.0,4,22,31,25
2016,Ford,FUSION FWD,1.5,4,24,36,28
2016,Ford,FUSION FWD,1.5,4,25,37,29
2016,Ford,FUSION FWD,2.0,4,22,33,26
2016,Ford,FUSION FWD,2.5,4,22,34,26
2016,Ford,FUSION HYBRID FWD,2.0,4,44,41,42
2016,Honda,ACCORD,2.4,4,27,37,31
2016,Honda,ACCORD,2.4,4,26,35,30
2016,Honda,ACCORD,2.4,4,23,34,27
2016,Honda,ACCORD,3.5,6,21,34,26
2016,Honda,ACCORD,3.5,6,21,32,25
2016,Honda,ACCORD,3.5,6,18,28,22
2016,Honda,CIVIC 4Dr,1.5,4,31,42,35
2016,Honda,CIVIC 4Dr,2.0,4,31,41,35
2016,Honda,CIVIC 4Dr,2.0,4,27,40,31
2016,HYUNDAI MOTOR COMPANY,Elantra,1.8,4,28,38,32
2016,HYUNDAI MOTOR COMPANY,Elantra,1.8,4,27,37,31
2016,HYUNDAI MOTOR COMPANY,Elantra,2.0,4,24,35,28
2016,HYUNDAI MOTOR COMPANY,Elantra,2.0,4,24,34,28
2016,HYUNDAI MOTOR COMPANY,Elantra GT,2.0,4,24,33,27
2016,HYUNDAI MOTOR COMPANY,Elantra GT,2.0,4,24,33,27
2016,HYUNDAI MOTOR COMPANY,Elantra Limited,1.8,4,27,37,31
2016,HYUNDAI MOTOR COMPANY,Sonata HYBRID,2.0,4,39,43,41
2016,HYUNDAI MOTOR COMPANY,Sonata HYBRID SE,2.0,4,40,44,42
2016,INFINITI,Q50,2.0,4,23,31,26
2016,INFINITI,Q50,3.0,6,19,28,23
2016,INFINITI,Q50 AWD,2.0,4,22,28,24
2016,INFINITI,Q50 AWD,3.0,6,19,27,22
2016,INFINITI,Q50S,3.0,6,19,28,23
2016,INFINITI,Q50S AWD,3.0,6,18,26,21
2016,INFINITI,Q50S AWD Red Sport,3.0,6,19,26,22
2016,INFINITI,Q50S Red Sport,3.0,6,20,26,22
2016,INFINITI,Q70,3.7,6,18,26,21
2016,INFINITI,Q70,5.6,8,16,24,19
2016,INFINITI,Q70 AWD,3.7,6,18,24,20
2016,INFINITI,Q70 AWD,5.6,8,16,23,18
2016,INFINITI,Q70 HYBRID,3.5,6,29,34,31
2016,Jaguar,XF,3.0,6,20,30,24
2016,Jaguar,XF AWD,3.0,6,20,28,23
2016,KIA MOTORS CORPORATION,Forte,1.8,4,26,39,31
2016,KIA MOTORS CORPORATION,Forte,1.8,4,25,37,30
2016,KIA MOTORS CORPORATION,Forte,2.0,4,24,35,28
2016,KIA MOTORS CORPORATION,Optima HYBRID,2.4,4,36,40,38
2016,KIA MOTORS CORPORATION,Optima HYBRID EX,2.4,4,35,39,37
2016,LEXUS,ES 300h,2.5,4,40,39,40
2016,LEXUS,ES 350,3.5,6,21,31,24
2016,LEXUS,GS 200t,2.0,4,22,33,26
2016,LEXUS,GS 200t F SPORT,2.0,4,21,30,24
2016,LEXUS,GS 350,3.5,6,20,29,23
2016,LEXUS,GS 350 AWD,3.5,6,19,26,22
2016,LEXUS,GS 350 F SPORT,3.5,6,19,28,22
2016,LEXUS,GS 450h,3.5,6,29,34,31
2016,LEXUS,LS 460,4.6,8,16,24,19
2016,LEXUS,LS 460 AWD,4.6,8,16,23,18
2016,LEXUS,LS 460 L,4.6,8,16,24,19
2016,LEXUS,LS 460 L AWD,4.6,8,16,23,18
2016,LEXUS,LS 600h L,5.0,8,19,23,20
2016,Lincoln,MKZ AWD,2.0,4,22,31,25
2016,Lincoln,MKZ AWD,3.7,6,17,24,20
2016,Lincoln,MKZ FWD,2.0,4,22,33,26
2016,Lincoln,MKZ FWD,3.7,6,18,27,22
2016,Lincoln,MKZ HYBRID FWD,2.0,4,41,39,40
2016,MASERATI,Ghibli  S RWD,3.0,6,16,24,19
2016,MASERATI,Ghibli V6 Rear Wheel Drive (RWD),3.0,6,17,24,19
2016,MASERATI,Ghibli V6 SQ4 AWD,3.0,6,16,24,19
2016,MAZDA,MAZDA 6,2.5,4,28,40,32
2016,MAZDA,MAZDA 6,2.5,4,26,38,31
2016,MAZDA,MAZDA 6,2.5,4,25,37,29
2016,MAZDA,MAZDA3 5-Door,2.0,4,30,40,33
2016,MAZDA,MAZDA3 5-Door,2.0,4,29,40,33
2016,MAZDA,MAZDA3 5-Door,2.5,4,28,39,32
2016,MAZDA,MAZDA3 5-Door,2.5,4,27,37,31
2016,MAZDA,MAZDA3 5-Door,2.5,4,26,35,29
2016,Mercedes-Benz,AMG E 63 4MATIC,5.5,8,16,23,19
2016,Mercedes-Benz,AMG E 63 S 4MATIC,5.5,8,15,22,18
2016,Mercedes-Benz,E 250 BLUETEC,2.1,4,28,42,33
2016,Mercedes-Benz,E 250 BLUETEC 4MATIC,2.1,4,27,38,31
2016,Mercedes-Benz,E 350,3.5,6,20,29,23
2016,Mercedes-Benz,E 350,3.5,6,20,29,23
2016,Mercedes-Benz,E 350 4MATIC,3.5,6,20,28,23
2016,Mercedes-Benz,E 350 4MATIC,3.5,6,20,28,23
2016,Mercedes-Benz,E 400,3.0,6,20,29,23
2016,Mercedes-Benz,E 400 4MATIC,3.0,6,20,28,23
2016,Mercedes-Benz,E 550 4MATIC,4.7,8,18,24,21
2016,Mini,Mini Cooper Clubman,1.5,4,25,34,28
2016,Mini,Mini Cooper Clubman,1.5,4,25,35,28
2016,Mini,Mini Cooper S Clubman,2.0,4,24,34,27
2016,Mini,Mini Cooper S Clubman,2.0,4,22,32,26
2016,NISSAN,ALTIMA,2.5,4,27,39,31
2016,NISSAN,ALTIMA 3.5,3.5,6,22,32,26
2016,NISSAN,ALTIMA SR,2.5,4,26,37,30
2016,NISSAN,MAXIMA,3.5,6,22,30,25
2016,NISSAN,SENTRA,1.8,4,29,38,32
2016,NISSAN,SENTRA,1.8,4,27,36,30
2016,NISSAN,SENTRA FE+,1.8,4,30,40,34
2016,Rolls-Royce Motor Cars Limited,Wraith,6.6,12,13,21,15
2016,SCION,iM,1.8,4,28,37,32
2016,SCION,iM,1.8,4,27,36,31
2016,Subaru,LEGACY,2.5,4,26,36,30
2016,Subaru,LEGACY,3.6,6,20,29,23
2016,TOYOTA,AVALON,3.5,6,21,31,24
2016,TOYOTA,AVALON HYBRID,2.5,4,40,39,40
2016,TOYOTA,CAMRY,2.5,4,25,35,28
2016,TOYOTA,CAMRY,3.5,6,21,31,25
2016,TOYOTA,CAMRY HYBRID LE,2.5,4,43,39,41
2016,TOYOTA,CAMRY HYBRID XLE/SE,2.5,4,40,38,40
2016,TOYOTA,COROLLA,1.8,4,27,36,31
2016,TOYOTA,COROLLA,1.8,4,29,38,32
2016,TOYOTA,COROLLA,1.8,4,29,37,32
2016,TOYOTA,COROLLA,1.8,4,28,37,31
2016,TOYOTA,COROLLA LE ECO,1.8,4,30,42,35
2016,TOYOTA,COROLLA LE ECO,1.8,4,30,40,34
2016,TOYOTA,PRIUS,1.8,4,54,50,52
2016,TOYOTA,PRIUS Eco,1.8,4,58,53,56
2016,Volkswagen,Passat,1.8,4,25,38,29
2016,Volkswagen,Passat,3.6,6,20,28,23
2016,Volvo,S80 FWD,2.0,4,25,37,29
2016,Audi,A8L,3.0,6,24,36,28
2016,Audi,A8L,3.0,6,19,29,22
2016,Audi,A8L,4.0,8,18,29,22
2016,Audi,A8L,6.3,12,14,22,17
2016,BMW,328i xDrive Gran Turismo,2.0,4,22,34,26
2016,BMW,335i xDrive Gran Turismo,3.0,6,20,30,23
2016,BMW,535i Gran Turismo,3.0,6,19,28,22
2016,BMW,535i xDrive Gran Turismo,3.0,6,18,26,21
2016,BMW,740i,3.0,6,21,29,24
2016,BMW,750i,4.4,8,17,25,20
2016,BMW,750i xDrive,4.4,8,16,25,19
2016,BMW,X1 xDrive28i,2.0,4,22,32,26
2016,Cadillac,CT6,2.0,4,22,31,25
2016,Cadillac,CT6 AWD,3.0,6,18,26,21
2016,Cadillac,CT6 AWD,3.6,6,18,27,22
2016,Cadillac,XTS,3.6,6,18,28,22
2016,Cadillac,XTS AWD,3.6,6,17,26,20
2016,Cadillac,XTS AWD,3.6,6,16,23,18
2016,Chevrolet,IMPALA,2.5,4,22,31,25
2016,Chevrolet,IMPALA,3.6,6,18,28,22
2016,Chevrolet,IMPALA,3.6,6,19,29,22
2016,Chevrolet,IMPALA LIMITED,3.6,6,18,30,22
2016,Chevrolet,SS,6.2,8,14,20,16
2016,Chevrolet,SS,6.2,8,14,22,17
2016,Chrysler,300,3.6,6,19,31,23
2016,Chrysler,300,3.6,6,19,31,23
2016,Chrysler,300,5.7,8,16,25,19
2016,Chrysler,300 AWD,3.6,6,18,27,21
2016,Chrysler,300 AWD,3.6,6,18,27,21
2016,Dodge,Charger,3.6,6,19,31,23
2016,Dodge,Charger,3.6,6,19,31,23
2016,Dodge,Charger,5.7,8,16,25,19
2016,Dodge,Charger,6.4,8,15,25,18
2016,Dodge,Charger AWD,3.6,6,18,27,21
2016,Dodge,Charger AWD,3.6,6,18,27,21
2016,Dodge,Charger SRT8,6.2,8,13,22,16
2016,Dodge,Charger SRT8,6.4,8,15,25,18
2016,Ford,C-MAX Hybrid FWD,2.0,4,42,37,40
2016,Ford,Special Service Police FWD,2.0,4,19,28,22
2016,Ford,TAURUS AWD,3.5,6,17,24,19
2016,Ford,TAURUS AWD,3.5,6,16,24,19
2016,Ford,TAURUS AWD FFV,3.5,6,17,24,19
2016,Ford,TAURUS FWD,2.0,4,20,29,23
2016,Ford,TAURUS FWD,3.5,6,18,27,21
2016,Ford,TAURUS FWD FFV,3.5,6,18,27,21
2016,HYUNDAI MOTOR COMPANY,Azera,3.3,6,20,29,23
2016,HYUNDAI MOTOR COMPANY,Azera Limited,3.3,6,19,28,22
2016,HYUNDAI MOTOR COMPANY,Equus,5.0,8,15,23,18
2016,HYUNDAI MOTOR COMPANY,Genesis AWD,3.8,6,16,25,19
2016,HYUNDAI MOTOR COMPANY,Genesis RWD,3.8,6,18,29,22
2016,HYUNDAI MOTOR COMPANY,Genesis RWD,5.0,8,15,23,18
2016,HYUNDAI MOTOR COMPANY,Sonata,1.6,4,28,38,32
2016,HYUNDAI MOTOR COMPANY,Sonata,2.0,4,23,32,26
2016,HYUNDAI MOTOR COMPANY,Sonata,2.4,4,25,38,30
2016,HYUNDAI MOTOR COMPANY,Sonata Limited,2.0,4,21,31,25
2016,HYUNDAI MOTOR COMPANY,Sonata SPORT/LIMITED,2.4,4,25,36,29
2016,Jaguar,XJ,3.0,6,18,27,21
2016,Jaguar,XJ,5.0,8,15,23,18
2016,Jaguar,XJ AWD,3.0,6,17,26,20
2016,Jaguar,XJL,3.0,6,18,27,21
2016,Jaguar,XJL,5.0,8,15,23,18
2016,Jaguar,XJL AWD,3.0,6,17,25,20
2016,KIA MOTORS CORPORATION,Cadenza,3.3,6,19,28,22
2016,KIA MOTORS CORPORATION,Forte 5,1.6,4,21,29,24
2016,KIA MOTORS CORPORATION,Forte 5,1.6,4,21,29,24
2016,KIA MOTORS CORPORATION,Forte 5,2.0,4,25,33,28
2016,KIA MOTORS CORPORATION,K900,3.8,6,17,26,20
2016,KIA MOTORS CORPORATION,K900,5.0,8,15,23,18
2016,KIA MOTORS CORPORATION,Optima,1.6,4,28,39,32
2016,KIA MOTORS CORPORATION,Optima,2.0,4,22,32,25
2016,KIA MOTORS CORPORATION,Optima,2.4,4,24,35,28
2016,KIA MOTORS CORPORATION,Optima FE,2.0,4,22,32,26
2016,KIA MOTORS CORPORATION,Optima FE,2.4,4,25,37,30
2016,Lincoln,MKS AWD,3.5,6,16,24,19
2016,Lincoln,MKS AWD,3.7,6,17,24,19
2016,Lincoln,MKS FWD,3.7,6,17,26,20
2016,MASERATI,QUATTROPORTE GTS,3.8,8,15,22,17
2016,MASERATI,QUATTROPORTE S,3.0,6,16,23,18
2016,MASERATI,QUATTROPORTE SQ4 V6,3.0,6,16,23,18
2016,Mercedes-Benz,AMG S 63 4MATIC,5.5,8,15,23,18
2016,Mercedes-Benz,AMG S 65,6.0,12,13,20,15
2016,Mercedes-Benz,Maybach S 600,6.0,12,13,20,15
2016,Mercedes-Benz,S 550,4.7,8,17,26,20
2016,Mercedes-Benz,S 550 4MATIC,4.7,8,16,26,19
2016,Mercedes-Benz,S 600,6.0,12,14,21,16
2016,Porsche,Panamera,3.6,6,18,28,22
2016,Porsche,Panamera 4,3.6,6,18,27,21
2016,Porsche,Panamera 4S,3.0,6,17,27,21
2016,Porsche,Panamera 4S Executive,3.0,6,17,26,20
2016,Porsche,Panamera GTS,4.8,8,16,24,19
2016,Porsche,Panamera S,3.0,6,17,27,21
2016,Porsche,Panamera Turbo,4.8,8,15,24,18
2016,Porsche,Panamera Turbo Executive,4.8,8,15,24,18
2016,Porsche,Panamera Turbo S,4.8,8,15,24,18
2016,Porsche,Panamera Turbo S Executive,4.8,8,15,24,18
2016,Rolls-Royce Motor Cars Limited,Ghost,6.6,12,13,21,15
2016,Rolls-Royce Motor Cars Limited,Ghost EWB,6.6,12,13,21,15
2016,Rolls-Royce Motor Cars Limited,Phantom,6.7,12,11,19,14
2016,Rolls-Royce Motor Cars Limited,Phantom EWB,6.7,12,11,19,14
2016,Audi,allroad quattro,2.0,4,21,28,24
2016,BMW,328d xDrive Sports Wagon,2.0,4,30,40,34
2016,BMW,328i xDrive Sports Wagon,2.0,4,22,34,26
2016,Chevrolet,SONIC 5,1.4,4,27,37,31
2016,Chevrolet,SONIC 5,1.4,4,29,40,33
2016,Chevrolet,SONIC 5,1.8,4,24,35,28
2016,Chevrolet,SONIC 5,1.8,4,26,35,30
2016,FIAT,500L,1.4,4,22,30,25
2016,FIAT,500L,1.4,4,25,33,28
2016,Honda,FIT,1.5,4,33,41,36
2016,Honda,FIT,1.5,4,32,38,35
2016,Honda,FIT,1.5,4,29,37,32
2016,INFINITI,QX50,3.7,6,17,24,20
2016,INFINITI,QX50 AWD,3.7,6,17,24,20
2016,KIA MOTORS CORPORATION,Soul,1.6,4,24,30,26
2016,KIA MOTORS CORPORATION,Soul,1.6,4,24,30,26
2016,KIA MOTORS CORPORATION,Soul,2.0,4,24,31,27
2016,KIA MOTORS CORPORATION,Soul ECO dynamics,2.0,4,24,31,27
2016,NISSAN,JUKE,1.6,4,28,32,30
2016,NISSAN,JUKE,1.6,4,28,34,30
2016,NISSAN,JUKE AWD,1.6,4,26,31,28
2016,NISSAN,JUKE NISMO RS,1.6,4,25,31,27
2016,NISSAN,JUKE NISMO RS AWD,1.6,4,25,29,27
2016,Subaru,IMPREZA SPORT,2.0,4,27,36,31
2016,Subaru,IMPREZA SPORT,2.0,4,24,33,28
2016,Subaru,IMPREZA WAGON,2.0,4,28,37,31
2016,Subaru,IMPREZA WAGON,2.0,4,25,34,28
2016,Volkswagen,Golf SportWagen,1.8,4,25,35,29
2016,Volkswagen,Golf SportWagen,1.8,4,25,36,29
2016,Volvo,V60 AWD,2.0,4,22,31,25
2016,Volvo,V60 AWD,2.5,5,20,29,23
2016,Volvo,V60 AWD,3.0,6,18,27,21
2016,Volvo,V60 FWD,2.0,4,25,37,29
2016,Volvo,V60 Polestar AWD,3.0,6,18,27,21
2016,Volvo,V60CC AWD,2.5,5,20,28,23
2016,Mercedes-Benz,AMG E 63 S 4MATIC (stat. wagon),5.5,8,15,21,18
2016,Mercedes-Benz,AMG GLA 45 4MATIC,2.0,4,22,29,25
2016,Mercedes-Benz,E 350 4Matic (Wagon),3.5,6,20,27,22
2016,Mercedes-Benz,GLA 250,2.0,4,25,35,29
2016,NISSAN,MURANO AWD,3.5,6,21,28,24
2016,NISSAN,MURANO FWD,3.5,6,21,28,24
2016,NISSAN,MURANO Hybrid AWD,2.5,4,26,30,28
2016,NISSAN,MURANO Hybrid FWD,2.5,4,28,31,29
2016,TOYOTA,PRIUS v,1.8,4,44,40,42
2016,Chevrolet,COLORADO 2WD,2.5,4,20,27,22
2016,Chevrolet,COLORADO 2WD,2.5,4,19,26,22
2016,Chevrolet,COLORADO 2WD,2.8,4,22,31,25
2016,Chevrolet,COLORADO 2WD,3.6,6,18,26,21
2016,GMC,CANYON 2WD,2.5,4,20,27,22
2016,GMC,CANYON 2WD,2.5,4,19,26,22
2016,GMC,CANYON 2WD,2.8,4,22,31,25
2016,GMC,CANYON 2WD,3.6,6,18,26,21
2016,NISSAN,FRONTIER 2WD,2.5,4,17,23,19
2016,NISSAN,FRONTIER 2WD,2.5,4,19,23,21
2016,NISSAN,FRONTIER 2WD,4.0,6,16,22,18
2016,NISSAN,FRONTIER 2WD,4.0,6,17,22,19
2016,TOYOTA,TACOMA 2WD,2.7,4,19,23,21
2016,TOYOTA,TACOMA 2WD,3.5,6,19,24,21
2016,Chevrolet,COLORADO 4WD,2.5,4,19,25,21
2016,Chevrolet,COLORADO 4WD,2.8,4,20,29,23
2016,Chevrolet,COLORADO 4WD,3.6,6,17,24,20
2016,GMC,CANYON 4WD,2.5,4,19,25,21
2016,GMC,CANYON 4WD,2.8,4,20,29,23
2016,GMC,CANYON 4WD,3.6,6,17,24,20
2016,NISSAN,FRONTIER 4WD,4.0,6,15,21,17
2016,NISSAN,FRONTIER 4WD,4.0,6,16,21,18
2016,TOYOTA,TACOMA 4WD,2.7,4,19,22,20
2016,TOYOTA,TACOMA 4WD,2.7,4,19,21,20
2016,TOYOTA,TACOMA 4WD,3.5,6,18,23,20
2016,TOYOTA,TACOMA 4WD,3.5,6,17,21,19
2016,TOYOTA,Tacoma 4WD Double Cab,3.5,6,17,20,18
2016,Chevrolet,C15 SILVERADO 2WD,4.3,6,18,24,20
2016,Chevrolet,C15 SILVERADO 2WD,5.3,8,16,23,19
2016,Chevrolet,C15 SILVERADO 2WD,5.3,8,16,23,19
2016,Chevrolet,C15 SILVERADO 2WD,5.3,8,18,24,20
2016,Chevrolet,C15 SILVERADO 2WD,5.3,8,16,22,18
2016,Chevrolet,C15 SILVERADO 2WD,6.2,8,15,21,17
2016,Ford,F150 2.7L 2WD GVWR>6649 LBS PAYLOAD PACKAGE,2.7,6,18,24,21
2016,Ford,F150 2WD,2.7,6,19,26,22
2016,Ford,F150 2WD,3.5,6,17,24,20
2016,Ford,F150 2WD FFV,3.5,6,18,25,20
2016,Ford,F150 2WD FFV,5.0,8,15,22,18
2016,Ford,F150 3.5L 2WD GVWR>7599 LBS PAYLOAD PACKAGE,3.5,6,16,22,18
2016,Ford,F150 5.0L 2WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,5.0,8,14,20,16
2016,GMC,C15 SIERRA 2WD,4.3,6,18,24,20
2016,GMC,C15 SIERRA 2WD,5.3,8,16,23,19
2016,GMC,C15 SIERRA 2WD,5.3,8,16,23,19
