Model Year,Division,Carline,Eng Displ,# Cyl,City FE,Hwy FE,Comb FE
2016,GMC,C15 SIERRA 2WD,5.3,8,18,24,20
2016,GMC,C15 SIERRA 2WD,5.3,8,16,22,18
2016,GMC,C15 SIERRA 2WD,6.2,8,15,21,17
2016,RAM,1500 4X2,3.0,6,20,28,23
2016,RAM,1500 4X2,3.6,6,17,25,20
2016,RAM,1500 4X2,5.7,8,14,20,16
2016,RAM,1500 4X2,5.7,8,15,22,17
2016,RAM,1500 HFE 4X2,3.0,6,21,29,24
2016,RAM,1500 HFE 4X2,3.6,6,18,25,21
2016,Roush,F150 Pickup 2WD,5.0,8,12,15,13
2016,TOYOTA,TUNDRA 2WD,4.6,8,15,19,16
2016,TOYOTA,TUNDRA 2WD,5.7,8,13,18,15
2016,TOYOTA,TUNDRA 2WD FFV,5.7,8,13,18,15
2016,Chevrolet,K15 SILVERADO 4WD,4.3,6,17,22,19
2016,Chevrolet,K15 SILVERADO 4WD,5.3,8,16,22,18
2016,Chevrolet,K15 SILVERADO 4WD,5.3,8,16,22,18
2016,Chevrolet,K15 SILVERADO 4WD,5.3,8,16,21,18
2016,Chevrolet,K15 SILVERADO 4WD,5.3,8,15,21,17
2016,Chevrolet,K15 SILVERADO 4WD,6.2,8,15,21,17
2016,Ford,F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,2.7,6,18,22,19
2016,Ford,F150 3.5L 4WD GVWR>7599 LBS PAYLOAD PACKAGE,3.5,6,15,20,17
2016,Ford,F150 4WD,2.7,6,18,23,20
2016,Ford,F150 4WD,3.5,6,16,22,18
2016,Ford,F150 4WD FFV,3.5,6,17,23,19
2016,Ford,F150 4WD FFV,5.0,8,15,21,17
2016,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,5.0,8,14,19,16
2016,GMC,K15 SIERRA 4WD,4.3,6,17,22,19
2016,GMC,K15 SIERRA 4WD,5.3,8,16,22,18
2016,GMC,K15 SIERRA 4WD,5.3,8,16,22,18
2016,GMC,K15 SIERRA 4WD,5.3,8,16,21,18
2016,GMC,K15 SIERRA 4WD,5.3,8,15,21,17
2016,GMC,K15 SIERRA 4WD,6.2,8,15,21,17
2016,RAM,1500 4X4,3.0,6,19,27,22
2016,RAM,1500 4X4,3.6,6,16,23,19
2016,RAM,1500 4X4,5.7,8,13,19,15
2016,RAM,1500 4X4,5.7,8,15,21,17
2016,Roush,F150 Pickup 4WD,5.0,8,12,15,13
2016,TOYOTA,TUNDRA 4WD,4.6,8,14,18,16
2016,TOYOTA,TUNDRA 4WD,5.7,8,13,17,15
2016,TOYOTA,TUNDRA 4WD FFV,5.7,8,13,17,15
2016,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,6.0,8,11,16,13
2016,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,6.0,8,11,16,12
2016,Ford,Transit T150 Wagon,3.5,6,15,19,16
2016,Ford,Transit T150 Wagon FFV,3.7,6,14,18,16
2016,GMC,G2500 SAVANA 2WD PASS MDPV,6.0,8,11,16,13
2016,GMC,G3500 SAVANA 2WD PASS MDPV,6.0,8,11,16,12
2016,Cadillac,XTS HEARSE,3.6,6,15,21,17
2016,Cadillac,XTS LIMO,3.6,6,15,21,17
2016,CHEVROLET,City Express Cargo Van,2.0,4,24,26,25
2016,Ford,Transit Connect Van 2WD,1.6,4,22,29,25
2016,Ford,Transit Connect Van 2WD,2.5,4,20,28,23
2016,Ford,TRANSIT CONNECT VAN FFV,2.5,4,20,28,23
2016,Ford,TRANSIT CONNECT WAGON FFV,2.5,4,19,27,22
2016,Ford,TRANSIT CONNECT WAGON FWD,1.6,4,22,29,25
2016,Ford,TRANSIT CONNECT WAGON FWD,2.5,4,19,27,22
2016,Ford,TRANSIT CONNECT WAGON LWB FFV,2.5,4,19,27,22
2016,Ford,Transit Connect Wagon LWB FWD,2.5,4,19,27,22
2016,Lincoln,MKT LIVERY FWD,2.0,4,18,25,21
2016,Mercedes-Benz,Metris (Cargo Van),2.0,4,21,24,22
2016,Mercedes-Benz,Metris (Passenger Van),2.0,4,20,23,22
2016,NISSAN,NV200 Cargo Van,2.0,4,24,26,25
2016,NISSAN,NV200 NYC Taxi,2.0,4,23,26,24
2016,RAM,Promaster City,2.4,4,21,29,24
2016,Lincoln,MKT LIVERY AWD,3.7,6,16,23,18
2016,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,5.3,8,15,20,17
2016,Chevrolet,COLORADO CAB CHASSIS 2WD,3.6,6,15,17,16
2016,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,5.3,8,15,19,17
2016,GMC,C15 SIERRA 2WD CAB CHASSIS,5.3,8,15,20,17
2016,GMC,CANYON CAB CHASSIS 2WD,3.6,6,15,17,16
2016,GMC,K15 SIERRA 4WD CAB CHASSIS,5.3,8,15,19,17
2016,Chrysler,Town & Country,3.6,6,17,25,20
2016,Chrysler,Town & Country,3.6,6,17,25,20
2016,Dodge,Grand Caravan,3.6,6,17,25,20
2016,Dodge,Grand Caravan,3.6,6,17,25,20
2016,Honda,ODYSSEY 2WD,3.5,6,19,28,22
2016,KIA MOTORS CORPORATION,Sedona,3.3,6,18,24,20
2016,KIA MOTORS CORPORATION,Sedona SX,3.3,6,18,25,21
2016,KIA MOTORS CORPORATION,Sedona SXL,3.3,6,17,22,19
2016,NISSAN,QUEST,3.5,6,20,27,23
2016,TOYOTA,SIENNA,3.5,6,18,25,21
2016,TOYOTA,SIENNA AWD,3.5,6,16,23,19
2016,Acura,MDX 2WD,3.5,6,19,27,22
2016,Acura,MDX 2WD,3.5,6,20,27,23
2016,Acura,RDX 2WD,3.5,6,20,29,23
2016,BMW,X3 sDrive 28i,2.0,4,21,28,24
2016,Buick,ENCORE,1.4,4,28,34,30
2016,Buick,ENCORE,1.4,4,25,33,28
2016,Chevrolet,EQUINOX FWD,2.4,4,22,32,26
2016,Chevrolet,EQUINOX FWD,2.4,4,22,32,26
2016,Chevrolet,EQUINOX FWD,3.6,6,17,24,20
2016,Chevrolet,TRAX,1.4,4,26,34,29
2016,Dodge,Journey,2.4,4,19,26,21
2016,Dodge,Journey,3.6,6,17,25,19
2016,FIAT,500X,1.4,4,25,34,28
2016,FIAT,500X,2.4,4,22,31,25
2016,Ford,EDGE FWD,2.0,4,20,30,24
2016,Ford,EDGE FWD,2.0,4,21,30,24
2016,Ford,EDGE FWD,3.5,6,18,26,21
2016,Ford,ESCAPE FWD,1.6,4,23,32,26
2016,Ford,ESCAPE FWD,2.0,4,22,30,25
2016,Ford,ESCAPE FWD,2.5,4,22,31,25
2016,GMC,TERRAIN FWD,2.4,4,22,32,26
2016,GMC,TERRAIN FWD,2.4,4,22,32,26
2016,GMC,TERRAIN FWD,3.6,6,17,24,20
2016,Honda,CR-V 2WD,2.4,4,26,33,29
2016,Honda,HR-V 2WD,1.8,4,28,35,31
2016,Honda,HR-V 2WD,1.8,4,28,35,31
2016,Honda,HR-V 2WD,1.8,4,25,34,28
2016,Honda,PILOT 2WD,3.5,6,19,27,22
2016,Honda,PILOT 2WD,3.5,6,20,27,23
2016,HYUNDAI MOTOR COMPANY,Santa Fe FWD,3.3,6,18,25,21
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,2.0,4,19,27,22
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,2.4,4,20,27,23
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport ULTIMATE FWD,2.0,4,19,26,22
2016,HYUNDAI MOTOR COMPANY,Santa Fe Ultimate FWD,3.3,6,17,23,20
2016,HYUNDAI MOTOR COMPANY,Tucson Eco FWD,1.6,4,26,33,29
2016,HYUNDAI MOTOR COMPANY,Tucson FWD,1.6,4,25,30,27
2016,HYUNDAI MOTOR COMPANY,Tucson FWD,2.0,4,23,31,26
2016,INFINITI,QX60 FWD,3.5,6,21,27,23
2016,INFINITI,QX70 RWD,3.7,6,17,24,19
2016,Jeep,Cherokee FWD,2.4,4,22,31,25
2016,Jeep,Cherokee FWD,2.4,4,22,31,25
2016,Jeep,Cherokee FWD,3.2,6,21,29,24
2016,Jeep,Compass FWD,2.0,4,22,26,24
2016,Jeep,Compass FWD,2.0,4,23,30,26
2016,Jeep,Compass FWD,2.4,4,21,28,23
2016,Jeep,Compass FWD,2.4,4,23,29,25
2016,Jeep,Patriot FWD,2.0,4,22,26,24
2016,Jeep,Patriot FWD,2.0,4,23,30,26
2016,Jeep,Patriot FWD,2.4,4,21,28,23
2016,Jeep,Patriot FWD,2.4,4,23,29,25
2016,Jeep,Renegade 4x2,1.4,4,24,31,27
2016,Jeep,Renegade 4x2,2.4,4,22,31,25
2016,KIA MOTORS CORPORATION,Sorento FWD,2.0,4,20,27,23
2016,KIA MOTORS CORPORATION,Sorento FWD,2.4,4,21,29,24
2016,KIA MOTORS CORPORATION,Sorento FWD,3.3,6,18,26,21
2016,KIA MOTORS CORPORATION,Sportage FWD,2.4,4,21,28,24
2016,KIA MOTORS CORPORATION,Sportage SX FWD,2.0,4,20,26,22
2016,LEXUS,NX 200t,2.0,4,22,28,25
2016,LEXUS,NX 300h,2.5,4,35,31,33
2016,LEXUS,RX 350,3.5,6,20,28,23
2016,LEXUS,RX 450h,3.5,6,31,30,30
2016,Lincoln,MKC  FWD,2.0,4,20,29,23
2016,Lincoln,MKX FWD,2.7,6,17,26,21
2016,Lincoln,MKX FWD,3.7,6,17,26,20
2016,MAZDA,CX-5 2WD,2.0,4,26,35,29
2016,MAZDA,CX-5 2WD,2.5,4,26,33,29
2016,Mercedes-Benz,GLC 300,2.0,4,22,28,24
2016,Mitsubishi Motors Corporation,OUTLANDER 2WD,2.4,4,25,31,27
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2.0,4,24,31,27
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2.0,4,23,29,25
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2.4,4,23,28,25
2016,NISSAN,PATHFINDER 2WD,3.5,6,20,27,23
2016,NISSAN,ROGUE FWD,2.5,4,26,33,28
2016,TOYOTA,HIGHLANDER,2.7,4,20,25,22
2016,TOYOTA,HIGHLANDER,3.5,6,19,25,21
2016,TOYOTA,RAV4,2.5,4,23,30,26
2016,TOYOTA,RAV4 LE/XLE,2.5,4,24,31,26
2016,Volkswagen,Tiguan,2.0,4,21,26,23
2016,Volvo,XC60 FWD,2.0,4,23,31,26
2016,Volvo,XC60 FWD,2.0,4,22,29,24
2016,Volvo,XC70 FWD,2.0,4,23,31,26
2016,Acura,MDX 4WD,3.5,6,19,26,22
2016,Acura,MDX 4WD,3.5,6,18,26,21
2016,Acura,RDX 4WD,3.5,6,19,28,22
2016,Audi,Q5,2.0,4,20,28,23
2016,Audi,Q5,3.0,6,24,31,27
2016,Audi,Q5,3.0,6,18,26,21
2016,Audi,Q5 Hybrid,2.0,4,24,30,26
2016,Audi,SQ5,3.0,6,17,24,19
2016,BMW,X3 xDrive28d,2.0,4,27,34,30
2016,BMW,X3 xDrive28i,2.0,4,21,28,24
2016,BMW,X3 xDrive35i,3.0,6,19,27,22
2016,BMW,X4 M40i,3.0,6,18,25,21
2016,BMW,X4 xDrive28i,2.0,4,20,28,23
2016,BMW,X4 xDrive35i,3.0,6,19,27,22
2016,Buick,ENCORE AWD,1.4,4,26,32,29
2016,Buick,ENCORE AWD,1.4,4,23,30,26
2016,Buick,ENVISION AWD,2.0,4,20,26,22
2016,Chevrolet,EQUINOX AWD,2.4,4,20,29,23
2016,Chevrolet,EQUINOX AWD,2.4,4,20,29,23
2016,Chevrolet,EQUINOX AWD,3.6,6,16,23,18
2016,Chevrolet,TRAX AWD,1.4,4,24,31,27
2016,Dodge,Journey AWD,3.6,6,16,24,19
2016,FIAT,500X AWD,2.4,4,21,30,24
2016,Ford,EDGE AWD,2.0,4,20,28,23
2016,Ford,EDGE AWD,2.7,6,17,24,20
2016,Ford,EDGE AWD,3.5,6,17,25,20
2016,Ford,ESCAPE AWD,1.6,4,22,29,25
2016,Ford,ESCAPE AWD,2.0,4,21,28,23
2016,GMC,TERRAIN AWD,2.4,4,20,29,23
2016,GMC,TERRAIN AWD,3.6,6,16,23,18
2016,Honda,CR-V 4WD,2.4,4,25,31,27
2016,Honda,HR-V 4WD,1.8,4,27,32,29
2016,Honda,HR-V 4WD,1.8,4,27,32,29
2016,Honda,PILOT 4WD,3.5,6,18,26,21
2016,Honda,PILOT 4WD,3.5,6,19,26,22
2016,HYUNDAI MOTOR COMPANY,Santa Fe AWD,3.3,6,18,24,20
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,2.0,4,18,24,21
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,2.4,4,19,25,21
2016,HYUNDAI MOTOR COMPANY,Santa Fe Ultimate AWD,3.3,6,17,22,19
2016,HYUNDAI MOTOR COMPANY,Tucson AWD,1.6,4,24,28,26
2016,HYUNDAI MOTOR COMPANY,Tucson AWD,2.0,4,21,26,23
2016,HYUNDAI MOTOR COMPANY,Tucson Eco AWD,1.6,4,25,31,27
2016,INFINITI,QX60 AWD,3.5,6,19,26,22
2016,INFINITI,QX70 AWD,3.7,6,16,22,18
2016,Jeep,Cherokee 4X4,2.4,4,21,28,24
2016,Jeep,Cherokee 4X4,2.4,4,21,28,24
2016,Jeep,Cherokee 4X4,3.2,6,20,28,23
2016,Jeep,Cherokee 4x4 Active Drive II,2.4,4,21,27,23
2016,Jeep,Cherokee 4x4 Active Drive II,3.2,6,19,26,22
2016,Jeep,Cherokee Trailhawk 4X4,2.4,4,19,25,22
2016,Jeep,Cherokee Trailhawk 4X4,3.2,6,19,26,22
2016,Jeep,Compass 4X4,2.4,4,20,26,22
2016,Jeep,Compass 4X4,2.4,4,20,23,21
2016,Jeep,Compass 4X4,2.4,4,22,27,24
2016,Jeep,Patriot 4X4,2.4,4,20,26,22
2016,Jeep,Patriot 4X4,2.4,4,20,23,21
2016,Jeep,Patriot 4X4,2.4,4,22,27,24
2016,Jeep,Renegade 4x4,1.4,4,24,31,27
2016,Jeep,Renegade 4x4,2.4,4,21,29,24
2016,Jeep,Wrangler 4X4,3.6,6,17,21,18
2016,Jeep,Wrangler 4X4,3.6,6,17,21,18
2016,Jeep,Wrangler Unlimited 4X4,3.6,6,16,20,18
2016,Jeep,Wrangler Unlimited 4X4,3.6,6,16,21,18
2016,KIA MOTORS CORPORATION,Sorento AWD,2.0,4,19,25,22
2016,KIA MOTORS CORPORATION,Sorento AWD,2.4,4,21,26,23
2016,KIA MOTORS CORPORATION,Sorento AWD,3.3,6,17,23,19
2016,KIA MOTORS CORPORATION,Sorento AWD FE,3.3,6,18,26,21
2016,KIA MOTORS CORPORATION,Sportage AWD,2.4,4,19,26,22
2016,KIA MOTORS CORPORATION,Sportage SX AWD,2.0,4,19,25,21
2016,Land Rover,Discovery Sport,2.0,4,20,26,22
2016,Land Rover,Range Rover Evoque,2.0,4,21,30,24
2016,LEXUS,NX 200t AWD,2.0,4,22,28,24
2016,LEXUS,NX 200t AWD F SPORT,2.0,4,22,27,24
2016,LEXUS,NX 300h AWD,2.5,4,33,30,32
2016,LEXUS,RX 350 AWD,3.5,6,19,26,22
2016,Lincoln,MKC  AWD,2.0,4,19,26,22
2016,Lincoln,MKC  AWD,2.3,4,18,26,21
2016,Lincoln,MKX AWD,2.7,6,17,24,19
2016,Lincoln,MKX AWD,3.7,6,16,23,19
2016,MAZDA,CX-5 4WD,2.5,4,24,30,26
2016,Mercedes-Benz,GLA 250 4MATIC,2.0,4,24,32,27
2016,Mercedes-Benz,GLA 250 4MATIC,2.0,4,24,32,27
2016,Mercedes-Benz,GLC 300 4MATIC,2.0,4,21,28,24
2016,Mitsubishi Motors Corporation,OUTLANDER 4WD,2.4,4,24,29,26
2016,Mitsubishi Motors Corporation,OUTLANDER 4WD,3.0,6,20,27,23
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,2.0,4,23,29,26
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,2.4,4,22,27,24
2016,NISSAN,PATHFINDER 4WD,3.5,6,19,26,22
2016,NISSAN,PATHFINDER 4WD PLATINUM,3.5,6,19,26,21
2016,NISSAN,ROGUE AWD,2.5,4,25,32,28
2016,Porsche,Macan S,3.0,6,17,23,19
2016,Porsche,Macan Turbo,3.6,6,17,23,19
2016,Subaru,CROSSTREK,2.0,4,26,34,29
2016,Subaru,CROSSTREK,2.0,4,23,31,26
2016,Subaru,CROSSTREK HYBRID,2.0,4,30,34,31
2016,Subaru,FORESTER,2.0,4,23,28,25
2016,Subaru,FORESTER,2.5,4,24,32,27
2016,Subaru,FORESTER,2.5,4,22,29,25
2016,Subaru,OUTBACK,2.5,4,25,33,28
2016,Subaru,OUTBACK,3.6,6,20,27,22
2016,TOYOTA,RAV4 AWD,2.5,4,22,29,25
2016,TOYOTA,RAV4 HYBRID AWD,2.5,4,34,31,33
2016,TOYOTA,RAV4 Limited AWD/SE AWD,2.5,4,22,29,25
2016,Volkswagen,Tiguan 4Motion,2.0,4,20,26,23
2016,Volvo,XC60 AWD,2.0,4,19,27,22
2016,Volvo,XC60 AWD,2.5,5,19,26,22
2016,Volvo,XC60 AWD,3.0,6,17,23,20
2016,Volvo,XC70 AWD,2.5,5,19,26,22
2016,BMW,X5 sDrive35i,3.0,6,18,25,21
2016,BMW,X6 sDrive35i,3.0,6,18,25,21
2016,Buick,ENCLAVE FWD,3.6,6,15,22,18
2016,Cadillac,ESCALADE 2WD,6.2,8,15,22,17
2016,Cadillac,SRX,3.6,6,17,24,19
2016,Chevrolet,C1500 SUBURBAN 2WD,5.3,8,16,23,18
2016,Chevrolet,C1500 SUBURBAN 2WD,5.3,8,16,23,18
2016,Chevrolet,C1500 TAHOE 2WD,5.3,8,16,23,18
2016,Chevrolet,C1500 TAHOE 2WD,5.3,8,16,23,18
2016,Chevrolet,TRAVERSE FWD,3.6,6,15,22,18
2016,Dodge,Durango RWD,3.6,6,19,27,22
2016,Dodge,Durango RWD,5.7,8,14,22,17
2016,Ford,Expedition 2WD,3.5,6,16,22,18
2016,Ford,Expedition EL 2WD,3.5,6,15,21,17
2016,Ford,EXPLORER FFV 2WD,3.5,6,17,24,20
2016,Ford,EXPLORER FWD,2.3,4,19,28,22
2016,Ford,EXPLORER FWD,3.5,6,17,24,20
2016,Ford,Flex FWD,3.5,6,16,23,19
2016,GMC,ACADIA FWD,3.6,6,15,22,18
2016,GMC,C1500 YUKON 2WD,5.3,8,16,23,18
2016,GMC,C1500 YUKON 2WD,5.3,8,16,23,18
2016,GMC,C1500 YUKON 2WD,6.2,8,15,22,17
2016,GMC,C1500 YUKON XL 2WD,5.3,8,16,23,18
2016,GMC,C1500 YUKON XL 2WD,5.3,8,16,23,18
2016,GMC,C1500 YUKON XL 2WD,6.2,8,15,22,17
2016,INFINITI,QX60 Hybrid FWD,2.5,4,26,28,26
2016,INFINITI,QX80 2WD,5.6,8,14,20,16
2016,Jeep,Grand Cherokee 4X2,3.0,6,22,30,25
2016,Jeep,Grand Cherokee 4X2,3.6,6,19,26,22
2016,Lincoln,MKT FWD,3.7,6,16,24,19
2016,Lincoln,Navigator 2WD,3.5,6,16,22,18
2016,Lincoln,Navigator L 2WD,3.5,6,15,20,17
2016,Mercedes-Benz,GLE 350,3.5,6,18,24,20
2016,TOYOTA,4RUNNER 2WD,4.0,6,17,22,19
2016,TOYOTA,SEQUOIA 2WD,5.7,8,13,17,15
2016,Volvo,XC90 FWD,2.0,4,22,26,24
2016,BMW,X5 M,4.4,8,14,19,16
2016,BMW,X5 xDrive 35d,3.0,6,23,30,26
2016,BMW,X5 xDrive35i,3.0,6,18,24,20
2016,BMW,X5 xDrive50i,4.4,8,15,21,17
2016,BMW,X6 M,4.4,8,14,19,16
2016,BMW,X6 xDrive35i,3.0,6,18,24,20
2016,BMW,X6 xDrive50i,4.4,8,15,21,17
2016,Buick,ENCLAVE AWD,3.6,6,15,22,17
2016,Cadillac,ESCALADE 4WD,6.2,8,15,21,17
2016,Cadillac,SRX AWD,3.6,6,16,23,18
2016,Chevrolet,K1500 SUBURBAN 4WD,5.3,8,15,22,18
2016,Chevrolet,K1500 SUBURBAN 4WD,5.3,8,15,22,18
2016,Chevrolet,K1500 TAHOE 4WD,5.3,8,16,22,18
2016,Chevrolet,K1500 TAHOE 4WD,5.3,8,16,22,18
2016,Chevrolet,TRAVERSE AWD,3.6,6,15,22,17
2016,Dodge,Durango AWD,3.6,6,18,25,21
2016,Dodge,Durango AWD,5.7,8,14,22,17
2016,Ford,Expedition 4WD,3.5,6,15,20,17
2016,Ford,Expedition EL 4WD,3.5,6,14,20,16
2016,Ford,EXPLORER AWD,2.3,4,18,26,21
2016,Ford,EXPLORER AWD,3.5,6,16,22,18
2016,Ford,EXPLORER AWD,3.5,6,16,23,19
2016,Ford,EXPLORER FFV AWD,3.5,6,16,23,19
2016,Ford,FLEX AWD,3.5,6,16,22,18
2016,Ford,FLEX AWD,3.5,6,15,21,17
2016,GMC,ACADIA AWD,3.6,6,15,22,17
2016,GMC,K1500 YUKON 4WD,5.3,8,16,22,18
2016,GMC,K1500 YUKON 4WD,5.3,8,16,22,18
2016,GMC,K1500 YUKON 4WD,6.2,8,15,21,17
2016,GMC,K1500 YUKON XL 4WD,5.3,8,15,22,18
2016,GMC,K1500 YUKON XL 4WD,5.3,8,15,22,18
2016,GMC,K1500 YUKON XL 4WD,6.2,8,14,20,16
2016,INFINITI,QX60 Hybrid AWD,2.5,4,25,28,26
2016,INFINITI,QX80 4WD,5.6,8,13,19,15
2016,Jeep,Grand Cherokee 4X4,3.0,6,21,28,24
2016,Jeep,Grand Cherokee 4X4,3.6,6,18,25,21
2016,Jeep,Grand Cherokee 4X4,5.7,8,14,22,17
2016,Jeep,Grand Cherokee SRT8 4x4,6.4,8,13,19,15
2016,Land Rover,LR4,3.0,6,15,19,16
2016,Land Rover,Range Rover,3.0,6,17,23,19
2016,Land Rover,Range Rover,5.0,8,14,19,16
2016,Land Rover,Range Rover LWB,3.0,6,17,23,19
2016,Land Rover,Range Rover LWB,5.0,8,14,19,16
2016,Land Rover,Range Rover Sport,3.0,6,17,23,19
2016,Land Rover,Range Rover Sport,5.0,8,14,19,16
2016,Land Rover,Range Rover Sport TDV6,3.0,6,22,29,25
2016,Land Rover,Range Rover TDV6,3.0,6,22,29,25
2016,LEXUS,GX 460,4.6,8,15,20,17
2016,LEXUS,LX 570,5.7,8,13,18,15
2016,LEXUS,RX 450h AWD,3.5,6,30,28,30
2016,Lincoln,MKT AWD,3.5,6,15,21,17
2016,Lincoln,Navigator 4WD,3.5,6,15,20,17
2016,Lincoln,Navigator L 4WD,3.5,6,15,19,16
2016,Mercedes-Benz,AMG G 63,5.5,8,12,14,13
2016,Mercedes-Benz,AMG G65,6.0,12,11,13,12
2016,Mercedes-Benz,AMG GL 63,5.5,8,13,17,14
2016,Mercedes-Benz,AMG GLE 63,5.5,8,13,17,15
2016,Mercedes-Benz,AMG GLE 63 S,5.5,8,13,17,15
2016,Mercedes-Benz,AMG GLE 63 S (coupe),5.5,8,14,18,15
2016,Mercedes-Benz,G 550,4.0,8,13,14,13
2016,Mercedes-Benz,GL 350 BLUETEC 4MATIC,3.0,6,19,26,22
2016,Mercedes-Benz,GL 450 4MATIC,3.0,6,17,21,19
2016,Mercedes-Benz,GL 550 4MATIC,4.7,8,13,18,15
2016,Mercedes-Benz,GLE 300 d 4MATIC,2.1,4,22,29,24
2016,Mercedes-Benz,GLE 350 4MATIC,3.5,6,17,22,19
2016,Mercedes-Benz,GLE 350 4MATIC,3.5,6,17,22,19
2016,Mercedes-Benz,GLE 350 d 4MATIC,3.0,6,23,30,26
2016,Mercedes-Benz,GLE 400 4MATIC,3.0,6,18,22,20
2016,Mercedes-Benz,GLE 450 AMG (coupe),3.0,6,17,23,20
2016,Porsche,Cayenne,3.6,6,19,24,21
2016,Porsche,Cayenne Diesel,3.0,6,20,29,23
2016,Porsche,Cayenne GTS,3.6,6,16,23,19
2016,Porsche,Cayenne S,3.6,6,17,24,20
2016,Porsche,Cayenne Turbo,4.8,8,14,21,17
2016,Porsche,Cayenne Turbo S,4.8,8,14,21,17
2016,TOYOTA,4RUNNER 4WD,4.0,6,17,21,18
2016,TOYOTA,4RUNNER 4WD,4.0,6,17,21,18
2016,TOYOTA,HIGHLANDER AWD,3.5,6,18,24,20
2016,TOYOTA,HIGHLANDER HYBRID AWD,3.5,6,27,28,28
2016,TOYOTA,HIGHLANDER HYBRID AWD LE Plus,3.5,6,28,28,28
2016,TOYOTA,LAND CRUISER WAGON 4WD,5.7,8,13,18,15
2016,TOYOTA,SEQUOIA 4WD,5.7,8,13,17,14
2016,TOYOTA,SEQUOIA 4WD FFV,5.7,8,13,17,14
2016,Volkswagen,Touareg,3.0,6,21,29,24
2016,Volkswagen,Touareg,3.6,6,17,23,19
2016,Volvo,XC90 AWD,2.0,4,20,25,22
2016,Volvo,XC90 AWD,2.0,4,22,25,23
